Work Order ID,Description,Status,Work Group,Program,Report Date,Service Address,Completion Date,Duration (hours),Failure Class,Problem,Service Request ID,Work Order Priority,Council District,Fiscal Year,Valid Duration,Meets Standard
19-403774,Debris in Street/sofa/ 104 WALLER ST,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,11/06/2019 01:52:49 PM,104 WALLER ST,11/06/2019 02:15:00 PM,0.37,Street Surface Assets,Debris in Street,CSR19-00427357,2,3,FY2020,1,1
19-403776,"Mowing Medians/mowing/4803 VALLEY OAK DR,",Closed,SBO Vegetation Management,Forestry,11/06/2019 02:16:49 PM,4803 VALLEY OAK DR,11/12/2019 07:43:41 AM,137.448,ROW Vegetation,Investigate Work Request,CSR19-00427408,2,10,FY2020,1,0
19-403777,"Debris in Street/basket/ 4000 SOUTHWEST PKWY,",Closed,SBO After Hours,District Maintenance,11/06/2019 02:19:51 PM,4000 1/2 SOUTHWEST PKWY,11/06/2019 04:00:00 PM,1.669,Street Surface Assets,Debris in Street,CSR19-00427420,2,8,FY2020,1,1
19-403780,Debris in Street/Debris/6308 Spicewood Springs Rd,Closed,SBO After Hours,District Maintenance,11/06/2019 03:25:50 PM,6308 SPICEWOOD SPRINGS RD,11/06/2019 06:45:00 PM,3.319,Street Surface Assets,Debris in Street,CSR19-00427565,2,10,FY2020,1,1
19-403783,Debris in Street / Button Bend Rd. at Bayside Dr.,Closed,SBO After Hours,District Maintenance,11/06/2019 05:58:53 PM,4600 BUTTON BEND RD,11/06/2019 07:15:00 PM,1.269,Street Surface Assets,Debris in Street,CSR19-00427884,2,2,FY2020,1,1
19-403796,Tree Issue ROW/broken limbs/4300 GANYMEDE DR,Closed,SBO Trees,Forestry,11/06/2019 07:43:56 PM,4301 GANYMEDE DR,11/08/2019 10:00:00 AM,38.268,ROW Trees,Investigate Work Request,CSR19-00428014,4,7,FY2020,1,1
19-403795,Debris in Street/boards/DESSAU RD &  E RUNDBERG LN,Closed,SBO District North,District Maintenance,11/06/2019 11:10:47 PM,1400 E RUNDBERG LN,11/07/2019 09:00:00 AM,9.82,Street Surface Assets,Obstruction,CSR19-00428139,4,1,FY2020,1,1
19-403794,"Obstruction in ROW/bushes/7600 LONGVIEW RD,",Closed,SBO Vegetation Management,Forestry,11/07/2019 08:22:49 AM,7609 LONGVIEW RD,12/17/2019 05:00:00 AM,956.62,ROW Vegetation,Investigate Work Request,CSR19-00428363,2,5,FY2020,1,0
19-403798,"Obstruction in ROW/trash cart/ 222 WEST AVE,","Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,11/07/2019 08:55:49 AM,222 WEST AVE,11/07/2019 11:30:00 AM,2.57,Street Surface Assets,Obstruction,CSR19-00428423,2,9,FY2020,1,1
19-403799,"Tree Issue ROW/low limbs/5100 S PLEASANT VALLEY RD,",Closed,SBO Trees,Forestry,11/07/2019 09:01:50 AM,5100 S PLEASANT VALLEY RD,11/07/2019 02:15:00 PM,5.219,ROW Trees,Investigate Work Request,CSR19-00428430,5,2,FY2020,1,1
19-403800,Debris in Street/trash/4802 E STASSNEY LN,Closed,SBO District South,District Maintenance,11/07/2019 09:10:47 AM,4802 E STASSNEY LN,11/12/2019 05:13:16 AM,116.041,Street Surface Assets,Debris in Street,CSR19-00428455,2,2,FY2020,1,0
19-403804,Debris in street/intersection/ FARO DR & E RIVERSIDE DR,Closed,SBO District South,District Maintenance,11/07/2019 09:40:47 AM,5401 1/2 E RIVERSIDE DR,11/12/2019 04:59:12 AM,115.307,Street Surface Assets,Debris in Street,CSR19-00428532,2,3,FY2020,1,0
19-403807,Pavement Failure/concrete/SPICEWOOD SPRINGS RD & ADIRONDACK TRL,"Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,11/07/2019 10:16:50 AM,4900 SPICEWOOD SPRINGS RD,01/02/2020 04:45:00 AM,1338.469,Street Surface Assets,Obstruction,CSR19-00428607,4,10,FY2020,1,0
19-403806,"Debris in Street/trash/BLUFF BEND DR & HOLLYBLUFF ST,",Closed,SBO District North,District Maintenance,11/07/2019 10:19:47 AM,10308 BLUFF BEND DR,11/07/2019 11:30:00 AM,1.17,Street Surface Assets,Debris in Street,CSR19-00428617,2,1,FY2020,1,1
19-403809,"Debris in Street/shopping cart/BENNETT AVE & E 53RD HALF ST,","Work Complete, Final Review Pending",SBO District Central,District Maintenance,11/07/2019 10:55:50 AM,900 E 53RD ST,11/07/2019 12:00:00 PM,1.069,Street Surface Assets,Debris in Street,CSR19-00428678,2,4,FY2020,1,1
19-403811,Tree Issue ROW/low limbs/6205 WING FEATHER DR,Closed,SBO Trees,Forestry,11/07/2019 11:31:51 AM,6205 WING FEATHER DR,11/12/2019 08:15:00 AM,116.719,ROW Trees,Investigate Work Request,CSR19-00428734,2,2,FY2020,1,0
19-403812,"Tree Issue ROW/low limbs/ 6001 TURTLE DOVE DR,",Closed,SBO Trees,Forestry,11/07/2019 11:31:51 AM,6001 TURTLE DOVE DR,12/09/2019 12:30:00 PM,768.969,ROW Trees,Investigate Work Request,CSR19-00428735,2,2,FY2020,1,0
19-403813,"Tree Issue ROW/low limbs/4603 TURNSTONE DR,",Closed,SBO Trees,Forestry,11/07/2019 11:31:51 AM,4602 TURNSTONE DR,11/12/2019 02:30:00 PM,122.969,ROW Trees,Investigate Work Request,CSR19-00428736,2,2,FY2020,1,0
19-403816,Tree Issue ROW/low limbs/ 4605 PEACH GROVE RD,Closed,SBO Trees,Forestry,11/07/2019 11:34:48 AM,4605 PEACH GROVE RD,12/31/2019 11:00:00 AM,1295.42,ROW Trees,Investigate Work Request,CSR19-00428745,2,2,FY2020,1,0
19-403814,Tree Issue ROW/low limbs/ 2413 BURLESON CT,Closed,SBO Trees,Forestry,11/07/2019 11:34:48 AM,2413 BURLESON CT,01/23/2020 04:15:00 AM,1840.67,ROW Trees,Investigate Work Request,CSR19-00428738,2,3,FY2020,1,0
19-403815,Tree Issue ROW/low limbs/5300 Wier Hills Rd,Closed,SBO Trees,Forestry,11/07/2019 11:43:49 AM,5319 WIER HILLS RD,11/07/2019 02:00:00 PM,2.27,ROW Trees,Investigate Work Request,CSR19-00428759,5,8,FY2020,1,1
19-403820,Street & Bridge - General/bushes/5341 OLD SPICEWOOD SPRINGS RD,Closed,SBO Vegetation Management,Forestry,11/07/2019 12:22:51 PM,5341 1/2 OLD SPICEWOOD SPRINGS RD,11/12/2019 08:15:00 AM,115.869,ROW Vegetation,Investigate Work Request,CSR19-00428823,2,10,FY2020,1,0
19-403822,"Tree Issue ROW/fallen tree/5802 WESTMONT DR,",Closed,SBO Trees,Forestry,11/07/2019 01:58:56 PM,5800 WESTMONT DR,11/07/2019 09:15:00 AM,-4.732,ROW Trees,Investigate Work Request,CSR19-00428986,5,10,FY2020,0,-1
19-403826,"Obstruction in ROW/bushes/: LYDIA ST & E 7TH ST,",Closed,SBO Vegetation Management,Forestry,11/07/2019 02:19:51 PM,700 1/2 LYDIA ST,12/30/2019 12:45:00 PM,1270.419,ROW Vegetation,Investigate Work Request,CSR19-00429040,2,3,FY2020,1,0
19-403827,Tree Issue ROW/low limbs/4500 SHERWYN DR,Closed,SBO Tree Sidewalk Program,Forestry,11/07/2019 03:01:46 PM,4500 SHERWYN DR,12/16/2019 07:00:00 AM,927.971,ROW Trees,Investigate Work Request,CSR19-00429119,2,1,FY2020,1,0
19-403828,"Tree Issue ROW/dead tree/5111 BROOKDALE LN,",Closed,SBO Trees,Forestry,11/07/2019 03:22:50 PM,5111 BROOKDALE LN,12/05/2019 08:45:00 AM,665.369,ROW Trees,Investigate Work Request,CSR19-00429150,3,1,FY2020,1,0
19-403829,Debris in Street/trash/W WILLIAM CANNON DR & WEST GATE BLVD,Closed,SBO After Hours,District Maintenance,11/07/2019 03:34:48 PM,6800 WEST GATE BLVD,11/07/2019 05:45:00 PM,2.17,Street Surface Assets,Debris in Street,CSR19-00429180,2,5,FY2020,1,1
19-403831,Tree Issue ROW/low limbs/ 4508 LITTLE HILL CIR,Closed,SBO Tree Sidewalk Program,Forestry,11/07/2019 04:07:52 PM,4508 LITTLE HILL CIR,12/16/2019 06:45:00 AM,926.619,ROW Trees,Investigate Work Request,CSR19-00429259,2,1,FY2020,1,0
19-403832,Tree Issue ROW/fallen tree/3201 CHERRY LN,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,11/07/2019 04:13:56 PM,3201 CHERRY LN,11/07/2019 06:30:00 PM,2.268,ROW Trees,Broken or Hanging Branch,CSR19-00429270,2,10,FY2020,1,1
19-403833,"Tree Issue ROW/low limbs/4712 CRAIGWOOD DR,",Closed,SBO Trees,Forestry,11/07/2019 04:13:56 PM,4712 CRAIGWOOD DR,12/30/2019 12:00:00 PM,1267.768,ROW Trees,Investigate Work Request,CSR19-00429284,2,1,FY2020,1,0
